municipio,ccaa,provincia,ph_medio,dureza_media,parametros_ok,parametros_fuera_rango,n_muestras,n_potable,no_potabilidad
OTERO DE HERREROS,Castilla y León,Segovia,6.7,,57,1,6,5,1.0545355458376862
CAÑADA DE VERICH (LA),Aragón,Teruel,7.85,,57,1,4,3,1.0545355458376862
VILLAVERDE DE MONTEJO,Castilla y León,Segovia,8.05,214.0,57,1,4,3,1.0545355458376862
CRESPOS,Castilla y León,Avila,7.550000000000001,,57,1,7,6,1.0545355458376862
SARIEGOS,Castilla y León,León,7.68,,57,1,8,7,1.0545355458376862
RIEGO DE LA VEGA,Castilla y León,León,8.1,,57,1,23,22,1.0545355458376862
SANT GUIM DE LA PLANA,Cataluña,Lleida,7.95,,57,1,2,1,1.0545355458376862
MOTRIL,Andalucía,Granada,8.294761904761904,279.1666666666667,427,5,22,17,1.0539475222226544
SINEU,"Balears, Illes",Balears (Illes),7.98103448275862,396.0,532,6,189,186,1.0521829021966724
VALDEPEÑAS,Castilla - La Mancha,Ciudad Real,7.853333333333334,233.0,231,3,18,16,1.049920291181569
LEZAUN,"Navarra, Com. Foral de",Navarra,7.800000000000001,,140,2,9,7,1.0484883021675862
ESPEJA DE SAN MARCELINO,Castilla y León,Soria,7.359999999999999,,140,2,10,8,1.0484883021675862
VIDEMALA,Castilla y León,Zamora,7.199999999999999,,58,1,4,3,1.0409350581920596
CASTILLEJO DE INIESTA,Castilla - La Mancha,Cuenca,8.0,,58,1,2,1,1.0409350581920596
NAVIANOS DE VALVERDE,Castilla y León,Zamora,6.85,,58,1,4,3,1.0409350581920596
RIOFRÍO DE ALISTE,Castilla y León,Zamora,6.75,,58,1,4,3,1.0409350581920596
MORAL DE HORNUEZ,Castilla y León,Segovia,7.35,219.0,58,1,5,4,1.0409350581920596
CERNADILLA,Castilla y León,Zamora,7.3,,58,1,8,7,1.0409350581920596
BARCA,Castilla y León,Soria,7.65,,58,1,7,6,1.0409350581920596
FUENTESAÚCO DE FUENTIDUEÑA,Castilla y León,Segovia,8.2,,58,1,4,3,1.0409350581920596
PINO DEL ORO,Castilla y León,Zamora,7.449999999999999,,58,1,4,3,1.0409350581920596
BEAMUD,Castilla - La Mancha,Cuenca,7.9,,58,1,2,1,1.0409350581920596
SALDUERO,Castilla y León,Soria,7.9,,58,1,7,6,1.0409350581920596
TORREVELILLA,Aragón,Teruel,7.9,,58,1,4,3,1.0409350581920596
CAMPORREDONDO,Castilla y León,Valladolid,8.05,,58,1,4,3,1.0409350581920596
ALBELDA DE IREGUA,"Rioja, La",Rioja (La),8.05,,58,1,4,3,1.0409350581920596
CASTELLÓ DE FARFANYA,Cataluña,Lleida,7.95,,58,1,2,1,1.0409350581920596
MANZANARES,Castilla - La Mancha,Ciudad Real,7.866666666666666,152.0,142,2,11,9,1.0368195296709528
BASAURI,País Vasco,Vizcaya,7.77,,543,6,33,27,1.03441283249615
PERELLÓ (EL),Cataluña,Tarragona,7.692857142857143,336.8,334,4,14,11,1.034201202493571
VILANOVA D'ALCOLEA,Comunitat Valenciana,Castellón/Castelló,7.793103448275862,303.5,236,3,30,27,1.0319194625539314
BOECILLO,Castilla y León,Valladolid,8.066666666666666,261.0,143,2,10,8,1.031091025181035
CARIÑENA,Aragón,Zaragoza,7.75,319.5,143,2,8,6,1.031091025181035
MURIAS DE PAREDES,Castilla y León,León,7.3,,59,1,6,5,1.0277184660433278
FONTELLAS,"Navarra, Com. Foral de",Navarra,7.766666666666667,,59,1,3,2,1.0277184660433278
TORREADRADA,Castilla y León,Segovia,7.95,327.0,59,1,6,5,1.0277184660433278
VALLE DE TOBALINA,Castilla y León,Burgos,8.05,,59,1,9,8,1.0277184660433278
CASTROSERNA DE ABAJO,Castilla y León,Segovia,8.149999999999999,151.0,59,1,6,5,1.0277184660433278
MORERUELA DE TÁBARA,Castilla y León,Zamora,7.65,,59,1,5,4,1.0277184660433278
MANZANILLO,Castilla y León,Valladolid,8.149999999999999,,59,1,5,4,1.0277184660433278
LOSACINO,Castilla y León,Zamora,7.65,,59,1,5,4,1.0277184660433278
CASTELLÓ D'EMPÚRIES,Cataluña,Girona,7.705373134328358,221.0,658,7,67,63,1.026519421664272
BARAÑÁIN/BARAÑAIN,"Navarra, Com. Foral de",Navarra,7.68,173.83333333333334,238,3,10,7,1.0249053845520784
MANACOR,"Balears, Illes",Balears (Illes),7.641176470588236,,339,4,17,13,1.0216865872956382
TEROR,Canarias,Palmas (Las),7.729999999999999,,239,3,24,21,1.0214370452492756
SANT MARTÍ SARROCA,Cataluña,Barcelona,7.975581395348837,151.2,779,8,138,135,1.0169501534726118
CASTALLA,Comunitat Valenciana,Alicante/Alacant,8.069230769230769,331.5,446,5,52,48,1.0166877239188856
SAN ESTEBAN DE LITERA,Aragón,Huesca,8.033333333333333,,60,1,3,2,1.0148691110766617
VILLAVALIENTE,Castilla - La Mancha,Albacete,7.9,282.0,60,1,3,2,1.0148691110766617
MILLENA,Comunitat Valenciana,Alicante/Alacant,7.85,235.0,60,1,2,1,1.0148691110766617
FRAGO (EL),Aragón,Zaragoza,7.949999999999999,240.0,60,1,3,2,1.0148691110766617
OTERO DE BODAS,Castilla y León,Zamora,6.8,,60,1,6,5,1.0148691110766617
ZALDUONDO,País Vasco,Alava,7.76,,60,1,7,6,1.0148691110766617
BANASTÁS,Aragón,Huesca,7.400000000000001,,60,1,3,2,1.0148691110766617
SANET Y NEGRALS,Comunitat Valenciana,Alicante/Alacant,7.949999999999999,179.0,60,1,2,1,1.0148691110766617
PINELL DE BRAI (EL),Cataluña,Tarragona,7.875,,60,1,4,3,1.0148691110766617
COFRENTES,Comunitat Valenciana,Valencia/València,7.55,250.0,146,2,8,7,1.01431344039435
GODELLETA,Comunitat Valenciana,Valencia/València,7.736170212765958,356.5,451,5,51,47,1.007349241923389
SALLENT,Cataluña,Barcelona,8.213333333333333,256.0,345,4,109,107,1.007094525126096
TORTOSA,Cataluña,Tarragona,7.08125,333.3333333333333,563,6,34,29,1.0037034665633982
ROBLEDO,Castilla - La Mancha,Albacete,7.56,357.5,148,2,6,4,1.0034559673629848
ALBERO ALTO,Aragón,Huesca,7.566666666666666,,61,1,4,3,1.002371304772145
CERVANTES,Galicia,Lugo,6.949999999999999,,61,1,3,2,1.002371304772145
VIÑAS,Castilla y León,Zamora,7.3,,61,1,7,6,1.002371304772145
LUCENI,Aragón,Zaragoza,8.066666666666666,263.0,61,1,6,5,1.002371304772145
ANDAVÍAS,Castilla y León,Zamora,7.85,,61,1,5,4,1.002371304772145
MATA DE MORELLA (LA),Comunitat Valenciana,Castellón/Castelló,8.1,,61,1,4,3,1.002371304772145
JARABA,Aragón,Zaragoza,7.5,408.0,61,1,3,2,1.002371304772145
BAYUBAS DE ABAJO,Castilla y León,Soria,7.65,,61,1,10,9,1.002371304772145
LEDRADA,Castilla y León,Salamanca,7.1000000000000005,,61,1,4,3,1.002371304772145
ATANZÓN,Castilla - La Mancha,Guadalajara,7.85,327.0,61,1,2,1,1.002371304772145
PEÑAFLOR DE HORNIJA,Castilla y León,Valladolid,7.8,,61,1,8,7,1.002371304772145
GOLOSALVO,Castilla - La Mancha,Albacete,7.75,370.0,61,1,3,2,1.002371304772145
PERTUSA,Aragón,Huesca,7.966666666666666,,61,1,4,3,1.002371304772145
SALILLAS,Aragón,Huesca,7.666666666666667,,61,1,4,3,1.002371304772145
SOT DE FERRER,Comunitat Valenciana,Castellón/Castelló,7.8,,61,1,4,3,1.002371304772145
IBARRA,País Vasco,Guipúzcoa,7.958333333333333,158.66666666666666,348,4,24,21,0.9999661460681756
CANONJA (LA),Cataluña,Tarragona,7.733333333333333,442.0,456,5,51,48,0.998193854297463
VILLANUEVA DEL CAMPO,Castilla y León,Zamora,7.788888888888888,296.5,149,2,11,9,0.9981219577840283
ALFÀS DEL PI (L'),Comunitat Valenciana,Alicante/Alacant,8.235106382978724,189.0,801,8,94,86,0.9933796164647442
SERRA,Comunitat Valenciana,Valencia/València,7.693548387096774,376.0,351,4,32,28,0.9929460390172444
VILLA DEL PRADO,"Madrid, Comunidad de",Madrid,7.399999999999999,,150,2,7,5,0.992849589748507
GETXO,País Vasco,Vizcaya,7.8878048780487795,,686,7,44,37,0.9912836303798188
VÉLEZ-BLANCO,Andalucía,Almería,7.979310344827587,361.5,460,5,61,57,0.9909976829234912
ALDEASOÑA,Castilla y León,Segovia,8.15,230.0,62,1,5,4,0.9902102579427788
SANTA MARÍA DEL MONTE DE CEA,Castilla y León,León,7.7,,62,1,10,9,0.9902102579427788
ARJONILLA,Andalucía,Jaén,7.9,323.5,62,1,4,3,0.9902102579427788
SERRA DE DARÓ,Cataluña,Girona,7.575,421.0,62,1,4,3,0.9902102579427788
VILLAFRECHÓS,Castilla y León,Valladolid,8.066666666666666,,62,1,5,4,0.9902102579427788
SAGRA,Comunitat Valenciana,Alicante/Alacant,8.0,169.0,62,1,4,3,0.9902102579427788
GAVÀ,Cataluña,Barcelona,7.555319148936171,462.0,573,6,62,58,0.9890717259389324
VINYOLS I ELS ARCS,Cataluña,Tarragona,7.8625,298.0,151,2,10,8,0.987637765179143
BEIZAMA,País Vasco,Guipúzcoa,8.139130434782608,196.0,354,4,23,19,0.9860316852214992
CASTELLBISBAL,Cataluña,Barcelona,7.933333333333333,,152,2,7,5,0.9824854123868664
VILLAVICIOSA DE CÓRDOBA,Andalucía,Córdoba,7.8076923076923075,179.0,152,2,13,12,0.9824854123868664
UTIEL,Comunitat Valenciana,Valencia/València,7.640000000000001,258.0,356,4,23,20,0.9814796597221468
FINESTRAT,Comunitat Valenciana,Alicante/Alacant,8.091228070175438,197.0,579,6,58,52,0.980510736858002
SANT FELIU DE CODINES,Cataluña,Barcelona,7.537931034482758,269.0,467,5,174,171,0.9786698180866418
OLEIROS,Galicia,Coruña (A),7.06923076923077,,252,3,13,10,0.9785607254963932
CEVICO DE LA TORRE,Castilla y León,Palencia,8.166666666666666,,63,1,6,5,0.9783720163817896
ALCANADRE,"Rioja, La",Rioja (La),8.25,,63,1,7,6,0.9783720163817896
BRUNYOLA I SANT MARTÍ SAPRESA,Cataluña,Girona,7.875,433.5,63,1,4,3,0.9783720163817896
BAHABÓN,Castilla y León,Valladolid,8.15,227.0,63,1,6,5,0.9783720163817896
HUÉRMECES,Castilla y León,Burgos,8.1,,63,1,5,4,0.9783720163817896
LUCENA DE JALÓN,Aragón,Zaragoza,8.25,155.0,63,1,3,2,0.9783720163817896
HERRADÓN DE PINARES,Castilla y León,Avila,7.5,,63,1,9,8,0.9783720163817896
JÚZCAR,Andalucía,Málaga,7.399999999999999,,63,1,4,3,0.9783720163817896
CUMBRES DE ENMEDIO,Andalucía,Huelva,7.5,,63,1,3,2,0.9783720163817896
FIGUERUELA DE ARRIBA,Castilla y León,Zamora,6.8,,63,1,8,7,0.9783720163817896
ALFAFARA,Comunitat Valenciana,Alicante/Alacant,8.1,217.0,63,1,4,3,0.9783720163817896
TOLOX,Andalucía,Málaga,8.185714285714285,,153,2,7,5,0.977391485274104
MONREAL DEL CAMPO,Aragón,Teruel,7.7,341.0,153,2,10,8,0.977391485274104
URKABUSTAIZ,País Vasco,Alava,7.888235294117647,,468,5,37,34,0.9769356218332574
PEÑASCOSA,Castilla - La Mancha,Albacete,7.55,383.5,154,2,10,8,0.9723549625669824
MURUETA,País Vasco,Vizcaya,7.855555555555556,180.0,154,2,11,9,0.9723549625669824
VALLESECO,Canarias,Palmas (Las),7.615229885057471,,944,9,348,340,0.9718673616427268
CHELVA,Comunitat Valenciana,Valencia/València,7.42741935483871,337.6,586,6,64,59,0.9707221214692489
IRUELA (LA),Andalucía,Jaén,7.816818181818181,164.5,361,4,24,21,0.9702958904221424
FIGUERES,Cataluña,Girona,8.02142857142857,,255,3,14,11,0.9692141968080588
ONIL,Comunitat Valenciana,Alicante/Alacant,7.989473684210526,249.75,473,5,57,52,0.968363064447319
XÀTIVA,Comunitat Valenciana,Valencia/València,7.526190476190477,369.4285714285714,588,6,45,39,0.9679638493250956
VILLANUEVA DE LOS INFANTES,Castilla y León,Valladolid,7.82,239.0,155,2,15,13,0.9673748470752166
ESLIDA,Comunitat Valenciana,Castellón/Castelló,8.033333333333333,,64,1,3,2,0.966843402006098
TORRECILLA DEL REBOLLAR,Aragón,Teruel,7.6,,64,1,4,3,0.966843402006098
HERBERS,Comunitat Valenciana,Castellón/Castelló,8.233333333333333,,64,1,4,3,0.966843402006098
AIBAR/OIBAR,"Navarra, Com. Foral de",Navarra,8.09,,64,1,4,3,0.966843402006098
LINARES DE RIOFRÍO,Castilla y León,Salamanca,8.1,,64,1,7,6,0.966843402006098
FERRERUELA DE HUERVA,Aragón,Teruel,7.65,,64,1,4,3,0.966843402006098
GELDO,Comunitat Valenciana,Castellón/Castelló,7.966666666666666,,64,1,4,3,0.966843402006098
ALCUDIA DE VEO,Comunitat Valenciana,Castellón/Castelló,8.166666666666666,,64,1,4,3,0.966843402006098
CORRAL-RUBIO,Castilla - La Mancha,Albacete,7.949999999999999,,64,1,2,1,0.966843402006098
CINCTORRES,Comunitat Valenciana,Castellón/Castelló,7.899999999999999,,64,1,4,3,0.966843402006098
TORO (EL),Comunitat Valenciana,Castellón/Castelló,7.866666666666667,,64,1,3,2,0.966843402006098
GARCIHERNÁNDEZ,Castilla y León,Salamanca,7.7,,64,1,7,6,0.966843402006098
COLLADO DE CONTRERAS,Castilla y León,Avila,7.633333333333333,,64,1,5,4,0.966843402006098
FAVARA,Comunitat Valenciana,Valencia/València,7.95,,64,1,6,5,0.966843402006098
FAMORCA,Comunitat Valenciana,Alicante/Alacant,8.0,253.5,64,1,2,1,0.966843402006098
NAMBROCA,Castilla - La Mancha,Toledo,7.3,,64,1,3,2,0.966843402006098
BENIMASSOT,Comunitat Valenciana,Alicante/Alacant,7.95,230.5,64,1,2,1,0.966843402006098
VEGAS DE MATUTE,Castilla y León,Segovia,7.85,196.5,64,1,8,7,0.966843402006098
VILLAMARTÍN,Andalucía,Cádiz,7.283333333333333,496.0,257,3,38,36,0.9630900704981584
PINA DE EBRO,Aragón,Zaragoza,8.166666666666666,162.0,156,2,8,6,0.9624501649785252
ALCORISA,Aragón,Teruel,7.966666666666666,264.0,157,2,8,6,0.9575799651384578
OYÓN-OION,País Vasco,Alava,7.981818181818181,220.77777777777777,157,2,13,12,0.9575799651384578
NOÁIN (VALLE DE ELORZ)/NOAIN (ELORTZIBAR),"Navarra, Com. Foral de",Navarra,7.825,159.5,157,2,8,6,0.9575799651384578
NÍVAR,Andalucía,Granada,8.530952380952382,225.0,367,4,42,38,0.9572335074296192
MARÍA DE HUERVA,Aragón,Zaragoza,8.433333333333334,,65,1,3,2,0.9556119589524922
ARGÉS,Castilla - La Mancha,Toledo,7.133333333333333,,65,1,3,2,0.9556119589524922
COBISA,Castilla - La Mancha,Toledo,7.166666666666667,,65,1,3,2,0.9556119589524922
ADEMUZ,Comunitat Valenciana,Valencia/València,8.0,,65,1,3,2,0.9556119589524922
PUIGPUNYENT,"Balears, Illes",Balears (Illes),7.775,,65,1,4,3,0.9556119589524922
MONTORIO,Castilla y León,Burgos,7.900000000000001,,65,1,5,4,0.9556119589524922
TARDIENTA,Aragón,Huesca,8.175,,65,1,4,3,0.9556119589524922
RETAMOSO DE LA JARA,Castilla - La Mancha,Toledo,6.9,,65,1,5,4,0.9556119589524922
BARXETA,Comunitat Valenciana,Valencia/València,7.899999999999999,,65,1,7,6,0.9556119589524922
BURGUILLOS DE TOLEDO,Castilla - La Mancha,Toledo,7.399999999999999,,65,1,3,2,0.9556119589524922
SUMACÀRCER,Comunitat Valenciana,Valencia/València,7.766666666666667,,65,1,3,2,0.9556119589524922
MORALEJA DEL VINO,Castilla y León,Zamora,7.288888888888888,187.5,158,2,14,12,0.9527633184345868
VALDEMALUQUE,Castilla y León,Soria,7.5,,158,2,11,10,0.9527633184345868
AGURAIN/SALVATIERRA,País Vasco,Alava,8.075000000000001,,158,2,16,14,0.9527633184345868
ZALAMEA LA REAL,Andalucía,Huelva,7.490909090909091,,159,2,11,10,0.9479993171240464
BENASSAL,Comunitat Valenciana,Castellón/Castelló,8.3,,66,1,3,2,0.9446659041439044
MAZALEÓN,Aragón,Teruel,8.25,274.0,66,1,6,5,0.9446659041439044
BÀSCARA,Cataluña,Girona,7.4,447.0,66,1,9,8,0.9446659041439044
OLÈRDOLA,Cataluña,Barcelona,8.033333333333333,,66,1,4,3,0.9446659041439044
CRETAS,Aragón,Teruel,7.966666666666666,302.0,66,1,5,4,0.9446659041439044
HORCAJADA (LA),Castilla y León,Avila,6.766666666666667,,66,1,7,6,0.9446659041439044
PRADOLUENGO,Castilla y León,Burgos,7.766666666666667,,66,1,6,5,0.9446659041439044
CHIMENEAS,Andalucía,Granada,8.43953488372093,295.0,377,4,46,42,0.9362867100167834
RECUEJA (LA),Castilla - La Mancha,Albacete,7.933333333333334,450.0,67,1,4,3,0.9339940818964544
SANTA ANA DE PUSA,Castilla - La Mancha,Toledo,7.38,,67,1,5,4,0.9339940818964544
CALATORAO,Aragón,Zaragoza,7.733333333333334,,67,1,3,2,0.9339940818964544
MADRIGUERAS,Castilla - La Mancha,Albacete,7.599999999999999,,67,1,3,2,0.9339940818964544
VILLABUENA DE ÁLAVA/ESKUERNAGA,País Vasco,Alava,8.12,258.5,67,1,7,6,0.9339940818964544
ZÚÑIGA,"Navarra, Com. Foral de",Navarra,7.516666666666667,,67,1,6,5,0.9339940818964544
ALEGRÍA-DULANTZI,País Vasco,Alava,8.183333333333334,,163,2,14,12,0.9294523251557352
ALLO,"Navarra, Com. Foral de",Navarra,7.505,,270,3,20,17,0.9252408966573744
BOGARRA,Castilla - La Mancha,Albacete,7.959999999999999,,164,2,7,6,0.9249386407982088
PEDROLA,Aragón,Zaragoza,7.871428571428572,,164,2,8,6,0.9249386407982088
ORDIZIA,País Vasco,Guipúzcoa,7.964516129032258,178.0,383,4,32,29,0.9241868743601976
CAMPILLO DE ALTOBUEY,Castilla - La Mancha,Cuenca,7.900000000000001,,68,1,3,2,0.9235859221846432
SAELICES,Castilla - La Mancha,Cuenca,8.0,,68,1,3,2,0.9235859221846432
CAÑAMARES,Castilla - La Mancha,Cuenca,7.966666666666666,,68,1,3,2,0.9235859221846432
SAMIR DE LOS CAÑOS,Castilla y León,Zamora,6.9,,68,1,5,4,0.9235859221846432
HUERTA DEL MARQUESADO,Castilla - La Mancha,Cuenca,8.0,,68,1,3,2,0.9235859221846432
BARCHÍN DEL HOYO,Castilla - La Mancha,Cuenca,7.833333333333333,,68,1,3,2,0.9235859221846432
SALINAS DEL MANZANO,Castilla - La Mancha,Cuenca,8.166666666666666,,68,1,3,2,0.9235859221846432
ZAFRILLA,Castilla - La Mancha,Cuenca,7.899999999999999,,68,1,3,2,0.9235859221846432
RETORTILLO DE SORIA,Castilla y León,Soria,7.666666666666667,,68,1,11,10,0.9235859221846432
VALDEMORO-SIERRA,Castilla - La Mancha,Cuenca,7.866666666666667,,68,1,3,2,0.9235859221846432
BUENACHE DE LA SIERRA,Castilla - La Mancha,Cuenca,7.866666666666667,,68,1,3,2,0.9235859221846432
MATAMALA DE ALMAZÁN,Castilla y León,Soria,7.900000000000001,,68,1,9,8,0.9235859221846432
LEDAÑA,Castilla - La Mancha,Cuenca,7.866666666666667,,68,1,3,2,0.9235859221846432
TEJADILLOS,Castilla - La Mancha,Cuenca,8.033333333333333,,68,1,3,2,0.9235859221846432
MASEGOSA,Castilla - La Mancha,Cuenca,7.899999999999999,,68,1,3,2,0.9235859221846432
CAMPILLOS-PARAVIENTOS,Castilla - La Mancha,Cuenca,8.0,,68,1,3,2,0.9235859221846432
REÍLLO,Castilla - La Mancha,Cuenca,7.866666666666667,,68,1,3,2,0.9235859221846432
DESTRIANA,Castilla y León,León,6.75,,68,1,6,5,0.9235859221846432
VALDEMORILLO DE LA SIERRA,Castilla - La Mancha,Cuenca,7.833333333333333,,68,1,3,2,0.9235859221846432
VALDEMECA,Castilla - La Mancha,Cuenca,7.966666666666666,,68,1,3,2,0.9235859221846432
CASTROJERIZ,Castilla y León,Burgos,7.866666666666667,,68,1,9,8,0.9235859221846432
ANAYA,Castilla y León,Segovia,8.033333333333333,,68,1,7,6,0.9235859221846432
PERALEJA (LA),Castilla - La Mancha,Cuenca,8.1,,68,1,3,2,0.9235859221846432
BONICHES,Castilla - La Mancha,Cuenca,8.033333333333333,,68,1,3,2,0.9235859221846432
FUENTERREBOLLO,Castilla y León,Segovia,8.0,,68,1,5,4,0.9235859221846432
CASTILLO DE GARCIMUÑOZ,Castilla - La Mancha,Cuenca,7.766666666666667,,68,1,3,2,0.9235859221846432
ÍLLAR,Andalucía,Almería,7.633333333333333,479.0,68,1,4,3,0.9235859221846432
MONACHIL,Andalucía,Granada,7.949999999999999,176.85714285714286,629,6,25,21,0.9149100325993874
RETASCÓN,Aragón,Zaragoza,8.05,223.0,69,1,5,4,0.913431402223139
VILLAVEZA DE VALVERDE,Castilla y León,Zamora,7.0,,69,1,5,4,0.913431402223139
POL,Galicia,Lugo,8.066666666666666,,69,1,3,2,0.913431402223139
LEZA,País Vasco,Alava,8.02,182.0,69,1,7,6,0.913431402223139
PONTENOVA (A),Galicia,Lugo,7.266666666666667,,69,1,3,2,0.913431402223139
HINOJOSA DEL VALLE,Extremadura,Badajoz,7.6,320.0,69,1,4,3,0.913431402223139
SANTA MARÍA DE VALVERDE,Castilla y León,Zamora,6.766666666666667,,69,1,5,4,0.913431402223139
SANT FELIU DE LLOBREGAT,Cataluña,Barcelona,7.422916666666667,375.5,631,6,63,60,0.912481076139766
BARCELONA,Cataluña,Barcelona,7.834254143646409,198.84,5171,37,362,333,0.9120141059233068
TOMELLOSO,Castilla - La Mancha,Ciudad Real,8.104166666666666,230.0,512,5,50,46,0.9066695225714916
ALBORAIA/ALBORAYA,Comunitat Valenciana,Valencia/València,7.685,453.5,514,5,61,57,0.903732487221889
CAÑADA DEL HOYO,Castilla - La Mancha,Cuenca,8.033333333333333,,70,1,3,2,0.90352101105973
FUENTELESPINO DE MOYA,Castilla - La Mancha,Cuenca,7.899999999999999,,70,1,3,2,0.90352101105973
ALCANTUD,Castilla - La Mancha,Cuenca,7.8,,70,1,3,2,0.90352101105973
PINAREJO,Castilla - La Mancha,Cuenca,7.8,,70,1,3,2,0.90352101105973
TÉBAR,Castilla - La Mancha,Cuenca,8.133333333333333,,70,1,3,2,0.90352101105973
VALVERDEJO,Castilla - La Mancha,Cuenca,7.633333333333333,,70,1,3,2,0.90352101105973
VEGA DEL CODORNO,Castilla - La Mancha,Cuenca,7.899999999999999,,70,1,3,2,0.90352101105973
FUERTESCUSA,Castilla - La Mancha,Cuenca,8.133333333333333,,70,1,3,2,0.90352101105973
SOLSONA,Cataluña,Lleida,8.133333333333333,,70,1,3,2,0.90352101105973
VILOPRIU,Cataluña,Girona,7.875,289.0,70,1,7,6,0.90352101105973
BELMONTE,Castilla - La Mancha,Cuenca,7.933333333333334,,70,1,3,2,0.90352101105973
LAGUNA DEL MARQUESADO,Castilla - La Mancha,Cuenca,7.966666666666666,,70,1,3,2,0.90352101105973
BORDÓN,Aragón,Teruel,7.95,248.0,70,1,4,3,0.90352101105973
FUENTELESPINO DE HARO,Castilla - La Mancha,Cuenca,7.900000000000001,,70,1,3,2,0.90352101105973
CAMPILLOS,Andalucía,Málaga,7.666666666666667,346.5,70,1,3,2,0.90352101105973
VELLISCA,Castilla - La Mancha,Cuenca,7.633333333333333,,70,1,3,2,0.90352101105973
POYATOS,Castilla - La Mancha,Cuenca,7.733333333333333,,70,1,3,2,0.90352101105973
ALMARGEN,Andalucía,Málaga,7.533333333333334,200.0,70,1,4,3,0.90352101105973
VILLANUEVA DE LAS MANZANAS,Castilla y León,León,8.233333333333333,,70,1,9,8,0.90352101105973
GUESÁLAZ/GESALATZ,"Navarra, Com. Foral de",Navarra,8.0,280.0,70,1,4,3,0.90352101105973
FARAMONTANOS DE TÁBARA,Castilla y León,Zamora,7.366666666666667,,70,1,6,5,0.90352101105973
MARIANA,Castilla - La Mancha,Cuenca,7.933333333333334,,70,1,3,2,0.90352101105973
LAZAGURRÍA,"Navarra, Com. Foral de",Navarra,7.528571428571429,,70,1,7,6,0.90352101105973
ENGUERA,Comunitat Valenciana,Valencia/València,7.689473684210526,397.4,394,4,42,38,0.9028585050587734
TORREDEMBARRA,Cataluña,Tarragona,7.861643835616438,412.3333333333333,898,8,243,238,0.9020056225318062
TIVISSA,Cataluña,Tarragona,7.752631578947369,327.0,640,6,77,74,0.9017200719892896
ELIANA (L'),Comunitat Valenciana,Valencia/València,7.531707317073171,347.0,396,4,43,39,0.8990942140959854
ALMUÑÉCAR,Andalucía,Granada,8.235714285714286,274.6,280,3,15,12,0.8982467869867642
CASTEJÓN DE MONEGROS,Aragón,Huesca,8.133333333333333,,71,1,4,3,0.8938457169059147
POLEÑINO,Aragón,Huesca,8.0,,71,1,5,4,0.8938457169059147
QUEMADA,Castilla y León,Burgos,7.9,,71,1,5,4,0.8938457169059147
MUCIENTES,Castilla y León,Valladolid,7.8,,71,1,7,6,0.8938457169059147
LEGARDA,"Navarra, Com. Foral de",Navarra,8.033333333333333,,71,1,3,2,0.8938457169059147
MARA,Aragón,Zaragoza,7.933333333333334,335.0,71,1,4,3,0.8938457169059147
PUEBLA DE LOS INFANTES (LA),Andalucía,Sevilla,7.633333333333333,357.0,71,1,3,2,0.8938457169059147
UTERGA,"Navarra, Com. Foral de",Navarra,8.066666666666666,,71,1,3,2,0.8938457169059147
PUEBLA DE ARGANZÓN (LA),Castilla y León,Burgos,7.733333333333333,349.0,71,1,5,4,0.8938457169059147
LAGUNASECA,Castilla - La Mancha,Cuenca,7.866666666666667,,71,1,4,3,0.8938457169059147
BABILAFUENTE,Castilla y León,Salamanca,7.6,,71,1,10,9,0.8938457169059147
CASTEJÓN DE SOS,Aragón,Huesca,7.949999999999999,,71,1,5,4,0.8938457169059147
VILLALENGUA,Aragón,Zaragoza,7.966666666666666,336.0,71,1,4,3,0.8938457169059147
VALL D'EBO (LA),Comunitat Valenciana,Alicante/Alacant,7.899999999999999,202.0,71,1,3,2,0.8938457169059147
ZUHEROS,Andalucía,Córdoba,7.899999999999999,414.0,71,1,4,3,0.8938457169059147
