municipio,CODAUTO,CPRO,CMUN,provincia,longitud,latitud,generacion_litros,generacion_norm,no_potabilidad
TALARRUBIAS,11,6,127,Badajoz,"-5,234123","39,041385",9.4,0.3281735490260565,14.708280341890577
LARRABETZU,16,48,52,Bizkaia,"-2,783331","43,266842",15.6,0.8179608662895931,14.689224688512825
FRONTERA,5,38,13,Santa Cruz de Tenerife,"-17,997387","27,769224",17.904352499999998,1.0,14.68160428241081
MOGUER,1,21,50,Huelva,"-6,830437","37,296433",14.3,0.7152635255730452,14.634345491573637
FRUIZ,16,48,35,Bizkaia,"-2,791582","43,326056",15.6,0.8179608662895931,14.62001979906673
ALAMEDA DE LA SAGRA,8,45,2,Toledo,"-3,783551","40,028396",8.060300000000002,0.222339989519934,14.574626086862589
TURRILLAS,1,4,94,Almería,"-2,262207","37,029043",15.1,0.7784618890909208,14.48786887917102
ZALDIBAR,16,48,95,Bizkaia,"-2,545206","43,170082",15.6,0.8179608662895931,14.450321195543166
LEIOA,16,48,54,Bizkaia,"-2,974281","43,329553",15.6,0.8179608662895931,14.443020885613484
GAMIZ-FIKA,16,48,38,Bizkaia,"-2,811326","43,312325",15.6,0.8179608662895931,14.43564596927114
DERIO,16,48,901,Bizkaia,"-2,886767","43,28894",15.6,0.8179608662895931,14.419186204218606
PLENTZIA,16,48,77,Bizkaia,"-2,93178","43,391412",15.6,0.8179608662895931,14.373683166255388
ORTUELLA,16,48,83,Bizkaia,"-3,062544","43,295777",15.6,0.8179608662895931,14.36430376746967
GORLIZ,16,48,43,Bizkaia,"-2,932726","43,425149",15.6,0.8179608662895931,14.35457099771235
RINCÓN DE LA VICTORIA,1,29,82,Málaga,"-4,288781","36,719637",14.873976250000004,0.7606064751957043,14.349209405629503
JUARROS DE VOLTOYA,7,40,106,Segovia,"-4,515837","41,034883",7.610332400000002,0.1867934695748514,14.284388437303358
SANTA CRUZ DE GRÍO,2,50,236,Zaragoza,"-1,424683","41,375007",8.0,0.217576412869774,14.267382922097374
GATIKA,16,48,40,Bizkaia,"-2,893703","43,364966",15.6,0.8179608662895931,14.12127964170262
BECEDILLAS,7,5,25,Ávila,"-5,318714","40,548853",6.4,0.0911796858340227,14.094970409482272
CASTAÑEDA,6,39,19,Cantabria,"-3,941323","43,321293",15.6,0.8179608662895931,14.057021495853643
LEMOA,16,48,55,Bizkaia,"-2,768845","43,198248",15.6,0.8179608662895931,14.053901827757246
TORRALBILLA,2,50,258,Zaragoza,"-1,341051","41,220363",8.0,0.217576412869774,14.01150471343778
ZUMARRAGA,16,20,80,Gipuzkoa,"-2,314575","43,089797",14.9,0.7626622982114518,13.969757075004315
BERANGO,16,48,16,Bizkaia,"-2,991582","43,367229",15.6,0.8179608662895931,13.838263947038254
MEDINA DEL CAMPO,7,47,85,Valladolid,"-4,913482","41,30916",7.919176462499999,0.2111915187401168,13.799700903266526
AVILÉS,3,33,4,Asturias,"-5,921655","43,556625",13.4,0.6441653666154349,13.595828013272152
PILOÑA,3,33,49,Asturias,"-5,357859","43,345816",13.4,0.6441653666154349,13.593150211822794
BREÑA BAJA,5,38,9,Santa Cruz de Tenerife,"-17,76704","28,648448",17.904352499999998,1.0,13.554100224399706
VALDELACASA,7,37,333,Salamanca,"-5,764501","40,511293",7.830659324999999,0.2041988459485084,13.527601130510424
RIOSECO DE TAPIA,7,24,133,León,"-5,766465","42,703499",8.6,0.2649751855081808,13.504527974097002
LEPE,1,21,44,Huelva,"-7,208036","37,255257",14.3,0.7152635255730452,13.48746719385598
PLASENZUELA,11,10,149,Cáceres,"-6,048437","39,372274",8.5,0.2570753900684464,13.453058183062044
GERINDOTE,8,45,69,Toledo,"-4,265301","39,942045",8.060300000000002,0.222339989519934,13.43490942808738
GALDAKAO,16,48,36,Bizkaia,"-2,845763","43,229662",15.6,0.8179608662895931,13.414397145084886
BEDIA,16,48,92,Bizkaia,"-2,817576","43,198519",15.6,0.8179608662895931,13.37501942379192
RAFELBUNYOL,10,46,207,Valencia/València,"-0,328672","39,586172",14.060594425,0.696350974876725,13.32644418241265
CALERA Y CHOZAS,8,45,28,Toledo,"-5,036059","39,871659",8.060300000000002,0.222339989519934,13.29521123920305
LAGUNA DE CONTRERAS,7,40,108,Segovia,"-4,024891","41,493309",7.610332400000002,0.1867934695748514,13.272273826028703
VERA DE MONCAYO,2,50,280,Zaragoza,"-1,68076","41,831283",8.0,0.217576412869774,13.267032360781489
TARAZONA DE LA MANCHA,8,2,73,Albacete,"-1,963382","39,218365",7.2,0.1543780493518983,13.263733164799424
MARURI-JATABE,16,48,61,Bizkaia,"-2,867776","43,395771",15.6,0.8179608662895931,13.234100484787398
CANET D'EN BERENGUER,10,46,82,Valencia/València,"-0,227246","39,678574",14.060594425,0.696350974876725,13.229202606115264
GALDAMES,16,48,37,Bizkaia,"-3,099345","43,26268",15.6,0.8179608662895931,13.2035720322396
MORGA,16,48,66,Bizkaia,"-2,760009","43,300778",15.6,0.8179608662895931,13.203368784897233
MEDELLÍN,11,6,80,Badajoz,"-5,940088","38,968296",9.4,0.3281735490260565,13.197193454473494
LANGA,7,5,109,Ávila,"-4,853514","41,003206",6.4,0.0911796858340227,13.144923750386097
AGAETE,5,35,1,"Palmas, Las","-15,69066","28,09383",17.6674255,0.9812832516585004,13.115745615285851
VILCHES,1,23,94,Jaén,"-3,497556","38,188799",8.4,0.2491755946287118,13.093804574551896
ZAHÍNOS,11,6,159,Badajoz,"-6,945823","38,330705",9.4,0.3281735490260565,13.08876308659176
LOIU,16,48,903,Bizkaia,"-2,914629","43,316046",15.6,0.8179608662895931,13.088078158984452
PADERNE,12,15,64,"Coruña, A","-8,147431","43,282956",16.2,0.8653596389279997,13.034176493690552
COX,10,3,58,Alicante/Alacant,"-0,875982","38,145212",14.3,0.7152635255730452,12.943502518235128
MUSKIZ,16,48,71,Bizkaia,"-3,128313","43,326371",15.6,0.8179608662895931,12.939212726872046
MÁLAGA,1,29,67,Málaga,"-4,423061","36,719292",14.873976250000004,0.7606064751957043,12.894477452338911
NAVA DE ARÉVALO,7,5,152,Ávila,"-4,765379","40,996813",6.4,0.0911796858340227,12.843090408337648
SANTIPONCE,1,41,89,Sevilla,"-6,04933","37,444901",10.807375000000002,0.4393532950960195,12.824973504278622
ARRES,9,25,31,Lleida,"0,708076","42,760539",10.47953,0.4134542107366219,12.82474678730768
LINARES,1,23,55,Jaén,"-3,64371","38,092716",8.4,0.2491755946287118,12.72754632088708
URDULIZ,16,48,89,Bizkaia,"-2,960061","43,375622",15.6,0.8179608662895931,12.708945427472814
SESTAO,16,48,84,Bizkaia,"-3,012297","43,308903",15.6,0.8179608662895931,12.708017212156442
BOTIJA,11,10,31,Cáceres,"-6,085516","39,342284",8.5,0.2570753900684464,12.651482358323795
SAN ESTEBAN DE ZAPARDIEL,7,5,208,Ávila,"-4,895199","41,098106",6.4,0.0911796858340227,12.643725504961209
SANTURTZI,16,48,82,Bizkaia,"-3,034736","43,335861",15.6,0.8179608662895931,12.626462537392172
VALVERDE DE LEGANÉS,11,6,143,Badajoz,"-7,002596","38,655421",9.4,0.3281735490260565,12.626165566504223
TORRALBA DE RIBOTA,2,50,257,Zaragoza,"-1,675708","41,422575",8.0,0.217576412869774,12.624853740488348
IBARRANGELU,16,48,48,Bizkaia,"-2,650419","43,39224",15.6,0.8179608662895931,12.605363692818823
TENEBRÓN,7,37,321,Salamanca,"-6,357413","40,605766",7.830659324999999,0.2041988459485084,12.585212899826676
CABRANES,3,33,9,Asturias,"-5,421549","43,405279",13.4,0.6441653666154349,12.569730824173272
EIVISSA,4,7,26,"Balears, Illes","1,436996","38,908503",14.5,0.731063116452514,12.517035507373087
BENQUERENCIA,11,10,27,Cáceres,"-6,088342","39,308633",8.5,0.2570753900684464,12.43481569165713
ESKORIATZA,16,20,34,Gipuzkoa,"-2,516874","43,020288",14.9,0.7626622982114518,12.410949797168689
HOSTALRIC,9,17,83,Girona,"2,637856","41,745257",11.1,0.4624700715015423,12.403190810879284
ESCURIAL,11,10,73,Cáceres,"-5,907039","39,188993",8.5,0.2570753900684464,12.38783347665741
SANT PAU DE SEGÚRIES,9,17,177,Girona,"2,361544","42,265318",11.1,0.4624700715015423,12.351576094754046
ROJALES,10,3,113,Alicante/Alacant,"-0,727905","38,094869",14.3,0.7152635255730452,12.3471480809795
CANALES,7,5,46,Ávila,"-4,905369","40,996496",6.4,0.0911796858340227,12.335315579022698
BENEJÚZAR,10,3,24,Alicante/Alacant,"-0,831477","38,072946",14.3,0.7152635255730452,12.323614643782108
LEMOIZ,16,48,56,Bizkaia,"-2,890556","43,416862",15.6,0.8179608662895931,12.301931155991053
POMER,2,50,214,Zaragoza,"-1,841825","41,636107",8.0,0.217576412869774,12.268495746526836
DOS TORRES,1,14,23,Córdoba,"-4,851342","38,472767",10.2,0.3913719125439321,12.262731964905168
MIAJADAS,11,10,121,Cáceres,"-5,873836","39,143593",8.5,0.2570753900684464,12.257346478641606
VILLAMESÍAS,11,10,209,Cáceres,"-5,886337","39,239082",8.5,0.2570753900684464,12.252677022071904
ETXEBARRI,16,48,29,Bizkaia,"-2,890573","43,245694",15.6,0.8179608662895931,12.244083665985382
RIBAMONTÁN AL MONTE,6,39,62,Cantabria,"-3,648692","43,400409",15.6,0.8179608662895931,12.203603365708334
BENIMANTELL,10,3,37,Alicante/Alacant,"-0,202773","38,645502",14.3,0.7152635255730452,12.11702013734553
MUNGIA,16,48,69,Bizkaia,"-2,839326","43,347394",15.6,0.8179608662895931,12.108656881160972
CARTES,6,39,18,Cantabria,"-4,074847","43,322345",15.6,0.8179608662895931,12.09096051553629
ALINS,9,25,17,Lleida,"1,352451","42,57949",10.47953,0.4134542107366219,12.07078434325575
ONDARA,10,3,95,Alicante/Alacant,"0,017512","38,827588",14.3,0.7152635255730452,12.051384206214514
GUARDAMAR DEL SEGURA,10,3,76,Alicante/Alacant,"-0,654552","38,088501",14.3,0.7152635255730452,12.049989467097586
NAVALVILLAR DE PELA,11,6,91,Badajoz,"-5,464692","39,08665",9.4,0.3281735490260565,12.02807025695444
TABERNAS,1,4,88,Almería,"-2,342943","37,036078",15.1,0.7784618890909208,11.977463493408342
HURTUMPASCUAL,7,5,107,Ávila,"-5,105508","40,680474",6.4,0.0911796858340227,11.975804222820427
FUENTES DE AÑO,7,5,78,Ávila,"-4,911798","41,024573",6.4,0.0911796858340227,11.933997712431715
BELALCÁZAR,1,14,8,Córdoba,"-5,170828","38,578967",10.2,0.3913719125439321,11.849991464050582
VILEÑA,7,9,423,Burgos,"-3,323381","42,616218",8.1,0.2254762083095084,11.825258974555226
CAMPO LUGAR,11,10,43,Cáceres,"-5,765106","39,169636",8.5,0.2570753900684464,11.818575577424838
FUENTE EL SAÚZ,7,5,77,Ávila,"-4,896528","40,973623",6.4,0.0911796858340227,11.79364891235603
PEDRALBA DE LA PRADERÍA,7,49,145,Zamora,"-6,688141","41,981526",8.4,0.2491755946287118,11.79037124721268
CASTILLO DE LOCUBÍN,1,23,26,Jaén,"-3,983442","37,540122",8.4,0.2491755946287118,11.780636560567944
ATXONDO,16,48,91,Bizkaia,"-2,58697","43,105433",15.6,0.8179608662895931,11.775634509823927
VILLANUEVA DE LA SERENA,11,6,153,Badajoz,"-5,800407","38,974812",9.4,0.3281735490260565,11.771297204789189
TELDE,5,35,26,"Palmas, Las","-15,413573","28,006925",17.6674255,0.9812832516585004,11.752414771996593
VILLAR DE RENA,11,6,156,Badajoz,"-5,802421","39,096673",9.4,0.3281735490260565,11.730935810837554
TRUCIOS-TURTZIOZ,16,48,87,Bizkaia,"-3,285652","43,280359",15.6,0.8179608662895931,11.680140826135368
CASTILLEJA DE GUZMÁN,1,41,28,Sevilla,"-6,051313","37,409555",10.807375000000002,0.4393532950960195,11.675530206018294
BENAVENTE,7,49,21,Zamora,"-5,700589","42,00389",8.4,0.2491755946287118,11.65482010941394
SAN ROQUE DE RIOMIERA,6,39,72,Cantabria,"-3,719278","43,219426",15.6,0.8179608662895931,11.605929433295184
SOBA,6,39,83,Cantabria,"-3,548587","43,195996",15.6,0.8179608662895931,11.605929433295184
ACEDERA,11,6,1,Badajoz,"-5,594427","39,071137",9.4,0.3281735490260565,11.561494819078206
ELORRIO,16,48,32,Bizkaia,"-2,545158","43,128814",15.6,0.8179608662895931,11.554492236459952
ABANTO Y CIÉRVANA-ABANTO ZIERBENA,16,48,2,Bizkaia,"-3,072028","43,309385",15.6,0.8179608662895931,11.55166889941223
UMBRETE,1,41,94,Sevilla,"-6,157826","37,374193",10.807375000000002,0.4393532950960195,11.524973504278622
BAUSEN,9,25,45,Lleida,"0,700609","42,841603",10.47953,0.4134542107366219,11.512925464970229
LLANERA,3,33,35,Asturias,"-5,84991","43,443727",13.4,0.6441653666154349,11.500600579700054
BENFERRI,10,3,25,Alicante/Alacant,"-0,983125","38,15177",14.3,0.7152635255730452,11.49833437627164
PEDROCHE,1,14,51,Córdoba,"-4,724142","38,418472",10.2,0.3913719125439321,11.490959581661492
SAN MIGUEL DE SERREZUELA,7,5,218,Ávila,"-5,272392","40,692653",6.4,0.0911796858340227,11.46491714338934
PEÑAFLOR,1,41,74,Sevilla,"-5,365238","37,731381",10.807375000000002,0.4393532950960195,11.463494619327411
SALAS BAJAS,2,22,202,Huesca,"0,087416","42,09496",9.3,0.320273753586322,11.425673930812478
SANT MATEU DE BAGES,9,8,229,Barcelona,"1,670053","41,815878",12.4,0.5651674122180903,11.416959141462836
NAVARES DE AYUSO,7,40,142,Segovia,"-3,699437","41,372899",7.610332400000002,0.1867934695748514,11.416959141462836
LAREDO,6,39,35,Cantabria,"-3,413849","43,415607",15.6,0.8179608662895931,11.413687162167513
BONANSA,2,22,67,Huesca,"0,69141","42,411619",9.3,0.320273753586322,11.40866607463037
BENAVIDES,7,24,15,León,"-5,898886","42,501991",8.6,0.2649751855081808,11.274143637922483
ALCOLLARÍN,11,10,9,Cáceres,"-5,718074","39,214049",8.5,0.2570753900684464,11.257452672618651
IZURTZA,16,48,50,Bizkaia,"-2,648133","43,148337",15.6,0.8179608662895931,11.246225640037084
BARCARROTA,11,6,16,Badajoz,"-6,910355","38,513424",9.4,0.3281735490260565,11.225203988849133
ARTEA,16,48,23,Bizkaia,"-2,801671","43,125679",15.6,0.8179608662895931,11.208352757125253
ESPARTINAS,1,41,40,Sevilla,"-6,127553","37,379685",10.807375000000002,0.4393532950960195,11.14889862196323
HUÉVAR DEL ALJARAFE,1,41,51,Sevilla,"-6,298585","37,347011",10.807375000000002,0.4393532950960195,11.142510172901687
ESTIVELLA,10,46,120,Valencia/València,"-0,368794","39,71448",14.060594425,0.696350974876725,11.137886541591504
CHALAMERA,2,22,94,Huesca,"0,15428","41,667798",9.3,0.320273753586322,11.12394945964486
ANIEVAS,6,39,3,Cantabria,"-4,004054","43,201306",15.6,0.8179608662895931,11.090354888959125
MARTIAGO,7,37,181,Salamanca,"-6,478472","40,43644",7.830659324999999,0.2041988459485084,11.090354888959125
ABIZANDA,2,22,2,Huesca,"0,190269","42,256847",9.3,0.320273753586322,11.090354888959125
VILLAMURIEL DE CERRATO,7,34,225,Palencia,"-4,514362","41,948664",9.433514000000002,0.3308210864697293,11.07124428127272
CASTILLEJA DEL CAMPO,1,41,30,Sevilla,"-6,337712","37,392216",10.807375000000002,0.4393532950960195,11.06348806552716
GOMEZSERRACÍN,7,40,95,Segovia,"-4,299164","41,287169",7.610332400000002,0.1867934695748514,11.05849984283394
LEINTZ-GATZAGA,16,20,68,Gipuzkoa,"-2,564319","42,9754",14.9,0.7626622982114518,11.027115214604846
ALICÚN,1,4,12,Almería,"-2,603742","36,949853",15.1,0.7784618890909208,11.007601724858723
CABUÉRNIGA,6,39,14,Cantabria,"-4,30435","43,211683",15.6,0.8179608662895931,10.987577383941288
DON BENITO,11,6,44,Badajoz,"-5,861549","38,954074",9.4,0.3281735490260565,10.981543005876414
GRAÑÉN,2,22,116,Huesca,"-0,354544","41,923539",9.3,0.320273753586322,10.96198638375814
TORRECAMPO,1,14,62,Córdoba,"-4,634803","38,462479",10.2,0.3913719125439321,10.921345487233577
CUÉLLAR,7,40,63,Segovia,"-4,315722","41,402049",7.610332400000002,0.1867934695748514,10.920577091486578
VELILLA DE CINCA,2,22,245,Huesca,"0,254961","41,580785",9.3,0.320273753586322,10.900883676697156
RENA,11,6,111,Badajoz,"-5,801608","39,051001",9.4,0.3281735490260565,10.898177359591251
MALPARTIDA DE LA SERENA,11,6,78,Badajoz,"-5,623915","38,694318",9.4,0.3281735490260565,10.858131169529273
ATAQUINES,7,47,11,Valladolid,"-4,773609","41,186423",7.919176462499999,0.2111915187401168,10.851063603626429
CERDANYOLA DEL VALLÈS,9,8,266,Barcelona,"2,150266","41,491592",12.4,0.5651674122180903,10.835851081621136
CORDOVILLA LA REAL,7,34,63,Palencia,"-4,238714","42,097923",9.433514000000002,0.3308210864697293,10.82345088209938
VILLANUEVA DE CÓRDOBA,1,14,69,Córdoba,"-4,62777","38,324553",10.2,0.3913719125439321,10.78178181024198
VILLOLDO,7,34,243,Palencia,"-4,598271","42,255631",9.433514000000002,0.3308210864697293,10.756399370131463
SOTO DE CERRATO,7,34,177,Palencia,"-4,426502","41,945359",9.433514000000002,0.3308210864697293,10.75055681536833
BERMILLO DE SAYAGO,7,49,23,Zamora,"-6,076623","41,364004",8.4,0.2491755946287118,10.742718331131002
TOCINA,1,41,92,Sevilla,"-5,727809","37,616789",10.807375000000002,0.4393532950960195,10.7388386740637
BOLLULLOS PAR DEL CONDADO,1,21,13,Huelva,"-6,537879","37,334288",14.3,0.7152635255730452,10.738621289852563
MADRIGALEJO,11,10,112,Cáceres,"-5,610897","39,164349",8.5,0.2570753900684464,10.70521098283658
MAGACELA,11,6,75,Badajoz,"-5,722813","38,880566",9.4,0.3281735490260565,10.678479054334764
SAN MIGUEL DE VALERO,7,37,287,Salamanca,"-5,945102","40,553126",7.830659324999999,0.2041988459485084,10.675322499296048
TAMUREJO,11,6,130,Badajoz,"-4,954338","38,989737",9.4,0.3281735490260565,10.666835876857476
TOBED,2,50,255,Zaragoza,"-1,391302","41,345394",8.0,0.217576412869774,10.657887466684512
ROCAFORT DE QUERALT,9,43,130,Tarragona,"1,270146","41,480067",13.112731000000004,0.6214717032536644,10.62455004021081
BLASCOSANCHO,7,5,35,Ávila,"-4,644601","40,874692",6.4,0.0911796858340227,10.62455004021081
ESPARRAGOSA DE LARES,11,6,48,Badajoz,"-5,36928","38,958365",9.4,0.3281735490260565,10.59305883250034
BENQUERENCIA DE LA SERENA,11,6,18,Badajoz,"-5,450766","38,673235",9.4,0.3281735490260565,10.571257775431915
MOCLINEJO,1,29,71,Málaga,"-4,259227","36,766893",14.873976250000004,0.7606064751957043,10.568111012438395
SAN JAVIER,14,30,35,Murcia,"-0,83546","37,803216",14.301084500000002,0.7153491988545891,10.49040382311656
MONTERRUBIO DE LA SERENA,11,6,87,Badajoz,"-5,441034","38,590607",9.4,0.3281735490260565,10.430879664014
PUERTO DE SANTA CRUZ,11,10,153,Cáceres,"-5,869034","39,294155",8.5,0.2570753900684464,10.41101035540524
VIELHA E MIJARAN,9,25,243,Lleida,"0,79377","42,703173",10.47953,0.4134542107366219,10.409350581920592
ALMOHARÍN,11,10,20,Cáceres,"-6,064926","39,12891",8.5,0.2570753900684464,10.381326701608913
SILLEDA,12,36,52,Pontevedra,"-8,251891","42,67936",16.389997500000003,0.8803690527686096,10.375203183659051
SANTA AMALIA,11,6,120,Badajoz,"-6,014577","39,011709",9.4,0.3281735490260565,10.355612903062964
SALAS ALTAS,2,22,201,Huesca,"0,072968","42,119792",9.3,0.320273753586322,10.330750710905589
PEDROSA DE RÍO ÚRBEL,7,9,259,Burgos,"-3,840056","42,418988",8.1,0.2254762083095084,10.30196161345544
ROBLEDA-CERVANTES,7,49,179,Zamora,"-6,598371","42,083168",8.4,0.2491755946287118,10.273934900861
SANTA EULÀRIA DES RIU,4,7,54,"Balears, Illes","1,535175","38,984703",14.5,0.731063116452514,10.244369960757366
MOTA DEL MARQUÉS,7,47,97,Valladolid,"-5,17972","41,630568",7.919176462499999,0.2111915187401168,10.201312086692344
MONDOÑEDO,12,27,30,Lugo,"-7,408506","43,429717",12.157181250000002,0.5459852276787703,10.181824835348388
ABERTURA,11,10,2,Cáceres,"-5,806534","39,255096",8.5,0.2570753900684464,10.164660034942244
VILLA DE MAZO,5,38,53,Santa Cruz de Tenerife,"-17,787105","28,618669",17.904352499999998,1.0,10.161389946794753
AÑORA,1,14,6,Córdoba,"-4,867399","38,32408",10.2,0.3913719125439321,10.157435894289774
ORTIGOSA DE PESTAÑO,7,40,151,Segovia,"-4,392467","41,089786",7.610332400000002,0.1867934695748514,10.126187013228414
PORTILLO,7,47,122,Valladolid,"-4,560393","41,49339",7.919176462499999,0.2111915187401168,10.117499214169683
REDOVÁN,10,3,111,Alicante/Alacant,"-0,899507","38,111974",14.3,0.7152635255730452,10.112517904469271
CASTUERA,11,6,36,Badajoz,"-5,546343","38,71905",9.4,0.3281735490260565,10.092297762481708
MURTAS,1,18,141,Granada,"-3,13039","36,866858",7.7,0.1938770265505707,10.039998292810118
GINES,1,41,47,Sevilla,"-6,077521","37,385707",10.807375000000002,0.4393532950960195,10.028479054334763
ALCARACEJOS,1,14,3,Córdoba,"-4,93591","38,29391",10.2,0.3913719125439321,9.953992829802488
CASTILLEJA DE LA CUESTA,1,41,29,Sevilla,"-6,052161","37,38922",10.807375000000002,0.4393532950960195,9.910004012816904
HOZ Y COSTEAN,2,22,908,Huesca,"0,146687","42,1245",9.3,0.320273753586322,9.90430848832341
CIPÉREZ,7,37,106,Salamanca,"-6,24228","40,965265",7.830659324999999,0.2041988459485084,9.902102579427789
ARICO,5,38,5,Santa Cruz de Tenerife,"-16,495747","28,171698",17.904352499999998,1.0,9.90066683407032
ESPIEL,1,14,26,Córdoba,"-5,019205","38,186471",10.2,0.3913719125439321,9.876377651791431
MONTELLÀ I MARTINET,9,25,139,Lleida,"1,693389","42,321664",10.47953,0.4134542107366219,9.868949912846144
MOJADOS,7,47,90,Valladolid,"-4,703773","41,435451",7.919176462499999,0.2111915187401168,9.86245198953211
LLANOS DEL CAUDILLO,8,13,904,Ciudad Real,"-3,345751","39,115951",8.8,0.2807747763876498,9.843529471112946
SIMAT DE LA VALLDIGNA,10,46,231,Valencia/València,"-0,354441","39,053974",14.060594425,0.696350974876725,9.840051794911046
HUSILLOS,7,34,88,Palencia,"-4,538071","42,092167",9.433514000000002,0.3308210864697293,9.82874193537531
NEBREDA,7,9,231,Burgos,"-3,620297","41,959845",8.1,0.2254762083095084,9.814796597221466
HIGUERA DE LAS DUEÑAS,7,5,95,Ávila,"-4,60758","40,229085",6.4,0.0911796858340227,9.814796597221466
VEGA DE PAS,6,39,97,Cantabria,"-3,765226","43,149064",15.6,0.8179608662895931,9.814796597221466
CONSTANZANA,7,5,64,Ávila,"-4,881836","40,925486",6.4,0.0911796858340227,9.814796597221466
TABANERA LA LUENGA,7,40,200,Segovia,"-4,243041","41,097783",7.610332400000002,0.1867934695748514,9.774289614064449
