municipio,CODAUTO,CPRO,CMUN,provincia,longitud,latitud,generacion_litros,generacion_norm,no_potabilidad
MATANZA,7,24,99,León,"-5,366553","42,265727",8.6,0.2649751855081808,0.0
GUAZA DE CAMPOS,7,34,81,Palencia,"-4,903577","42,128132",9.433514000000002,0.3308210864697293,0.0
MARRUPE,8,45,93,Toledo,"-4,80336","40,090349",8.060300000000002,0.222339989519934,0.0
MATILLA DE ARZÓN,7,49,113,Zamora,"-5,615388","42,100224",8.4,0.2491755946287118,0.0
GUMIEL DE IZÁN,7,9,151,Burgos,"-3,691338","41,770723",8.1,0.2254762083095084,0.0
MASARAC,9,17,100,Girona,"2,963266","42,343288",11.1,0.4624700715015423,0.0
HENCHE,8,19,132,Guadalajara,"-2,704945","40,7177",6.8,0.1227788675929605,0.0
MARTORELLES,9,8,115,Barcelona,"2,243942","41,526131",12.4,0.5651674122180903,0.0
MAYORGA,7,47,84,Valladolid,"-5,301186","42,172612",7.919176462499999,0.2111915187401168,0.0
GUADALCÁZAR,1,14,33,Córdoba,"-4,973429","37,751478",10.2,0.3913719125439321,0.0
MERINDAD DE CUESTA-URRIA,7,9,213,Burgos,"-3,403344","42,863583",8.1,0.2254762083095084,0.0
MECERREYES,7,9,208,Burgos,"-3,592888","42,097335",8.1,0.2254762083095084,0.0
GRISEL,2,50,122,Zaragoza,"-1,724009","41,866432",8.0,0.217576412869774,0.0
GRANDES Y SAN MARTÍN,7,5,88,Ávila,"-4,968722","40,761967",6.4,0.0911796858340227,0.0
GRÁVALOS,17,26,70,"Rioja, La","-1,988962","42,117063",8.848842,0.2846331944763247,0.0
GRANERA,9,8,95,Barcelona,"2,063583","41,727061",12.4,0.5651674122180903,0.0
GRATALLOPS,9,43,69,Tarragona,"0,772644","41,191441",13.112731000000004,0.6214717032536644,0.0
GRANUCILLO,7,49,92,Zamora,"-5,91793","42,044583",8.4,0.2491755946287118,0.0
GRAÑÓN,17,26,69,"Rioja, La","-3,022014","42,451973",8.848842,0.2846331944763247,0.0
GRANYENA DE LES GARRIGUES,9,25,105,Lleida,"0,653943","41,435284",10.47953,0.4134542107366219,0.0
MAZUECOS DE VALDEGINATE,7,34,103,Palencia,"-4,840156","42,168645",9.433514000000002,0.3308210864697293,0.0
MAZUELA,7,9,206,Burgos,"-3,914872","42,209755",8.1,0.2254762083095084,0.0
MAÇANET DE LA SELVA,9,17,103,Girona,"2,732353","41,776052",11.1,0.4624700715015423,0.0
GUADALCANAL,1,41,48,Sevilla,"-5,820716","38,093993",10.807375000000002,0.4393532950960195,0.0
MATABUENA,7,40,123,Segovia,"-3,749953","41,087061",7.610332400000002,0.1867934695748514,0.0
GUADALAJARA,8,19,130,Guadalajara,"-3,256125","40,712615",6.8,0.1227788675929605,0.0
MEGECES,7,47,87,Valladolid,"-4,584943","41,404661",7.919176462499999,0.2111915187401168,0.0
GORDONCILLO,7,24,78,León,"-5,402708","42,131989",8.6,0.2649751855081808,0.0
GORDALIZA DEL PINO,7,24,77,León,"-5,147825","42,339997",8.6,0.2649751855081808,0.0
MENGAMUÑOZ,7,5,125,Ávila,"-5,0137","40,499519",6.4,0.0911796858340227,0.0
GOMECELLO,7,37,152,Salamanca,"-5,53242","41,032972",7.830659324999999,0.2041988459485084,0.0
GOR,1,18,85,Granada,"-2,951176","37,374156",7.7,0.1938770265505707,0.0
GRANJA DE ROCAMORA,10,3,74,Alicante/Alacant,"-0,894548","38,154715",14.3,0.7152635255730452,0.0
MELGAR DE ABAJO,7,47,88,Valladolid,"-5,147291","42,248189",7.919176462499999,0.2111915187401168,0.0
CAMPILLO DE ARANDA,7,9,65,Burgos,"-3,732175","41,608812",8.1,0.2254762083095084,0.0
MEMBIBRE DE LA HOZ,7,40,127,Segovia,"-4,101889","41,457978",7.610332400000002,0.1867934695748514,0.0
MATADEÓN DE LOS OTEROS,7,24,97,León,"-5,373252","42,334793",8.6,0.2649751855081808,0.0
MEMBRIBE DE LA SIERRA,7,37,189,Salamanca,"-5,797466","40,703328",7.830659324999999,0.2041988459485084,0.0
GRAJAL DE CAMPOS,7,24,80,León,"-5,015635","42,316214",8.6,0.2649751855081808,0.0
GUARO,1,29,58,Málaga,"-4,839851","36,673896",14.873976250000004,0.7606064751957043,0.0
GOTOR,2,50,121,Zaragoza,"-1,654817","41,549724",8.0,0.217576412869774,0.0
MENESES DE CAMPOS,7,34,106,Palencia,"-4,915316","41,949617",9.433514000000002,0.3308210864697293,0.0
GORMAZ,7,42,97,Soria,"-3,008087","41,508923",6.271051875000001,0.0809930477356496,0.0
SAN CRISTÓBAL DE LA VEGA,7,40,178,Segovia,"-4,625825","41,117001",7.610332400000002,0.1867934695748514,0.0
SACEDA-TRASIERRA,8,16,185,Cuenca,"-2,850876","40,167045",6.2,0.0753800949545537,0.0
MONTAVERNER,10,46,173,Valencia/València,"-0,490811","38,885575",14.060594425,0.696350974876725,0.0
FÓRNOLES,2,44,105,Teruel,"-0,001126","40,898728",5.245796875,0.0,0.0
FÍGOLS I ALINYÀ,9,25,908,Lleida,"1,399856","42,194996",10.47953,0.4134542107366219,0.0
GALISANCHO,7,37,144,Salamanca,"-5,545688","40,721748",7.830659324999999,0.2041988459485084,0.0
GALINDUSTE,7,37,143,Salamanca,"-5,526971","40,662158",7.830659324999999,0.2041988459485084,0.0
MONROYO,2,44,154,Teruel,"-0,025715","40,784143",5.245796875,0.0,0.0
MONSALUPE,7,5,133,Ávila,"-4,789101","40,769526",6.4,0.0911796858340227,0.0
GALENDE,7,49,85,Zamora,"-6,73082","42,138175",8.4,0.2491755946287118,0.0
GALAPAGAR,13,28,61,Madrid,"-4,01169","40,60212",7.989625000000001,0.2167568090929016,0.0
GAIÀ,9,8,90,Barcelona,"1,928619","41,928223",12.4,0.5651674122180903,0.0
MONTALBÁN DE CÓRDOBA,1,14,40,Córdoba,"-4,76328","37,580273",10.2,0.3913719125439321,0.0
GAINTZA,16,20,37,Gipuzkoa,"-2,131031","43,053841",14.9,0.7626622982114518,0.0
MONTANUY,2,22,157,Huesca,"0,680998","42,539475",9.3,0.320273753586322,0.0
MONT-RAL,9,43,91,Tarragona,"1,092292","41,292774",13.112731000000004,0.6214717032536644,0.0
GARRIGUELLA,9,17,77,Girona,"3,062863","42,343601",11.1,0.4624700715015423,0.0
MONASTERIO DE LA SIERRA,7,9,223,Burgos,"-3,186033","42,052038",8.1,0.2254762083095084,0.0
GOLPEJAS,7,37,151,Salamanca,"-5,910517","41,000035",7.830659324999999,0.2041988459485084,0.0
GRANYENA DE SEGARRA,9,25,104,Lleida,"1,220536","41,620025",10.47953,0.4134542107366219,0.0
GALLEGOS DE ALTAMIROS,7,5,79,Ávila,"-4,911971","40,702039",6.4,0.0911796858340227,0.0
MICIECES DE OJEDA,7,34,107,Palencia,"-4,468196","42,684721",9.433514000000002,0.3308210864697293,0.0
MIEDES DE ARAGÓN,2,50,169,Zaragoza,"-1,459709","41,245225",8.0,0.217576412869774,0.0
MIEDES DE ATIENZA,8,19,181,Guadalajara,"-2,962314","41,254505",6.8,0.1227788675929605,0.0
MIERA,6,39,45,Cantabria,"-3,717729","43,285832",15.6,0.8179608662895931,0.0
MIEZA,7,37,190,Salamanca,"-6,69596","41,157949",7.830659324999999,0.2041988459485084,0.0
MIGUEL ESTEBAN,8,45,101,Toledo,"-3,122927","39,53623",8.060300000000002,0.222339989519934,0.0
GIJÓN,3,33,24,Asturias,"-5,662427","43,543323",13.4,0.6441653666154349,0.0
GIBRALEÓN,1,21,35,Huelva,"-6,967528","37,376966",14.3,0.7152635255730452,0.0
MILAGROS,7,9,218,Burgos,"-3,682799","41,584268",8.1,0.2254762083095084,0.0
MILLARES,10,46,167,Valencia/València,"-0,793066","39,211113",14.060594425,0.696350974876725,0.0
MILLES DE LA POLVOROSA,7,49,118,Zamora,"-5,738462","41,922525",8.4,0.2491755946287118,0.0
GAIANES,10,3,72,Alicante/Alacant,"-0,410837","38,81593",14.3,0.7152635255730452,0.0
MONFLORITE-LASCASAS,2,22,156,Huesca,"-0,373251","42,082351",9.3,0.320273753586322,0.0
MASUECO,7,37,184,Salamanca,"-6,588357","41,197933",7.830659324999999,0.2041988459485084,0.0
GALLEGOS DE HORNIJA,7,47,69,Valladolid,"-5,091488","41,608359",7.919176462499999,0.2111915187401168,0.0
GAMONES,7,49,88,Zamora,"-6,174283","41,464558",8.4,0.2491755946287118,0.0
GALLEGOS DE SOLMIRÓN,7,37,146,Salamanca,"-5,462931","40,533893",7.830659324999999,0.2041988459485084,0.0
GALVE DE SORBE,8,19,127,Guadalajara,"-3,196917","41,205765",6.8,0.1227788675929605,0.0
MERINDAD DE VALDEPORRES,7,9,216,Burgos,"-3,759155","43,020232",8.1,0.2254762083095084,0.0
GOMBRÈN,9,17,80,Girona,"2,070184","42,251077",11.1,0.4624700715015423,0.0
MARCILLA DE CAMPOS,7,34,101,Palencia,"-4,398873","42,323469",9.433514000000002,0.3308210864697293,0.0
MATA DE CUÉLLAR,7,40,124,Segovia,"-4,481768","41,392683",7.610332400000002,0.1867934695748514,0.0
GUIMERÀ,9,25,109,Lleida,"1,186418","41,567314",10.47953,0.4134542107366219,0.0
GUIJO DE ÁVILA,7,37,155,Salamanca,"-5,634166","40,520911",7.830659324999999,0.2041988459485084,0.0
MASSOTERES,9,25,132,Lleida,"1,332988","41,800697",10.47953,0.4134542107366219,0.0
GARGALLO,2,44,116,Teruel,"-0,586367","40,828717",5.245796875,0.0,0.0
MOMBUEY,7,49,121,Zamora,"-6,327095","42,006727",8.4,0.2491755946287118,0.0
MONCALVILLO,7,9,225,Burgos,"-3,193519","41,950248",8.1,0.2254762083095084,0.0
MONASTERIO DE RODILLA,7,9,224,Burgos,"-3,491829","42,462217",8.1,0.2254762083095084,0.0
MONDA,1,29,73,Málaga,"-4,854125","36,62779",14.873976250000004,0.7606064751957043,0.0
MOLINOS DE DUERO,7,42,117,Soria,"-2,825847","41,881732",6.271051875000001,0.0809930477356496,0.0
MONEGRILLO,2,50,170,Zaragoza,"-0,420566","41,62677",8.0,0.217576412869774,0.0
GARGÜERA,11,10,81,Cáceres,"-5,934948","40,030756",8.5,0.2570753900684464,0.0
MOLINASECA,7,24,100,León,"-6,458286","42,52572",8.6,0.2649751855081808,0.0
MOLINICOS,8,2,49,Albacete,"-2,291719","38,491877",7.2,0.1543780493518983,0.0
MOLINILLO,7,37,195,Salamanca,"-5,947347","40,473192",7.830659324999999,0.2041988459485084,0.0
MOLINOS,2,44,151,Teruel,"-0,473856","40,812341",5.245796875,0.0,0.0
MOLLEDO,6,39,46,Cantabria,"-4,013132","43,135316",15.6,0.8179608662895931,0.0
MONASTERIO DE VEGA,7,47,91,Valladolid,"-5,204053","42,244632",7.919176462499999,0.2111915187401168,0.0
MOLLET DE PERALADA,9,17,106,Girona,"3,009855","42,349602",11.1,0.4624700715015423,0.0
GARAFÍA,5,38,16,Santa Cruz de Tenerife,"-17,912485","28,801611",17.904352499999998,1.0,0.0
MOMBLONA,7,42,118,Soria,"-2,337313","41,445163",6.271051875000001,0.0809930477356496,0.0
MEDIANA DE VOLTOYA,7,5,123,Ávila,"-4,555958","40,707407",6.4,0.0911796858340227,0.0
SAJAZARRA,17,26,128,"Rioja, La","-2,950378","42,590792",8.848842,0.2846331944763247,0.0
GRAZALEMA,1,11,19,Cádiz,"-5,371234","36,760108",14.3,0.7152635255730452,0.0
ROTA,1,11,30,Cádiz,"-6,357821","36,617066",14.3,0.7152635255730452,0.0
CASTELL DE CABRES,10,12,37,Castellón/Castelló,"0,042762","40,669793",13.7,0.6678647529346383,0.0
CASASOLA DE ARIÓN,7,47,36,Valladolid,"-5,251081","41,578435",7.919176462499999,0.2111915187401168,0.0
SAN JUAN DEL MONTE,7,9,337,Burgos,"-3,516977","41,68419",8.1,0.2254762083095084,0.0
RIOSECO DE SORIA,7,42,158,Soria,"-2,851099","41,636606",6.271051875000001,0.0809930477356496,0.0
SAN MAMÉS DE BURGOS,7,9,338,Burgos,"-3,798381","42,331419",8.1,0.2254762083095084,0.0
CARDEÑAJIMENO,7,9,74,Burgos,"-3,612672","42,329285",8.1,0.2254762083095084,0.0
CARDEÑOSA,7,5,49,Ávila,"-4,731965","40,736661",6.4,0.0911796858340227,0.0
SAN PEDRO DE LA NAVE-ALMENDRA,7,49,194,Zamora,"-5,935913","41,585453",8.4,0.2491755946287118,0.0
CASASECA DE CAMPEÁN,7,49,38,Zamora,"-5,754352","41,375",8.4,0.2491755946287118,0.0
CASCAJARES DE BUREBA,7,9,77,Burgos,"-3,234219","42,678485",8.1,0.2254762083095084,0.0
CASBAS DE HUESCA,2,22,81,Huesca,"-0,177349","42,214165",9.3,0.320273753586322,0.0
RODA DE ERESMA,7,40,173,Segovia,"-4,179856","41,033409",7.610332400000002,0.1867934695748514,0.0
RODA DE TER,9,8,183,Barcelona,"2,30937","41,98101",12.4,0.5651674122180903,0.0
RODEIRO,12,36,47,Pontevedra,"-7,923286","42,637512",16.389997500000003,0.8803690527686096,0.0
RODEZNO,17,26,127,"Rioja, La","-2,837373","42,519026",8.848842,0.2846331944763247,0.0
SAN JUSTO DE LA VEGA,7,24,148,León,"-6,015247","42,454527",8.6,0.2649751855081808,0.0
SAN JUAN DE LA ENCINILLA,7,5,210,Ávila,"-4,832403","40,822402",6.4,0.0911796858340227,0.0
ROELOS DE SAYAGO,7,49,180,Zamora,"-6,174592","41,270653",8.4,0.2491755946287118,0.0
CAMPOTÉJAR,1,18,38,Granada,"-3,599321","37,505662",7.7,0.1938770265505707,0.0
CASTELFLORITE,2,22,85,Huesca,"-0,00792","41,800092",9.3,0.320273753586322,0.0
SAN JUAN DEL MOLINILLO,7,5,212,Ávila,"-4,845082","40,46843",6.4,0.0911796858340227,0.0
SAN JUAN DE PLAN,2,22,207,Huesca,"0,386689","42,622699",9.3,0.320273753586322,0.0
SAN MAMÉS DE CAMPOS,7,34,163,Palencia,"-4,545385","42,357408",9.433514000000002,0.3308210864697293,0.0
ROLLÁN,7,37,271,Salamanca,"-5,922054","40,960628",7.830659324999999,0.2041988459485084,0.0
CANET DE MAR,9,8,40,Barcelona,"2,582829","41,589804",12.4,0.5651674122180903,0.0
CANDÍN,7,24,36,León,"-6,754662","42,840419",8.6,0.2649751855081808,0.0
CANDILICHERA,7,42,49,Soria,"-2,301698","41,721771",6.271051875000001,0.0809930477356496,0.0
CANDELARIO,7,37,78,Salamanca,"-5,748733","40,331414",7.830659324999999,0.2041988459485084,0.0
CANDASNOS,2,22,77,Huesca,"0,070265","41,495938",9.3,0.320273753586322,0.0
SAN ESTEBAN DEL VALLE,7,5,207,Ávila,"-4,961481","40,283696",6.4,0.0911796858340227,0.0
SAN FELICES,7,42,163,Soria,"-2,01283","41,918009",6.271051875000001,0.0809930477356496,0.0
CANALS,10,46,81,Valencia/València,"-0,59054","38,940166",14.060594425,0.696350974876725,0.0
CANAL DE BERDÚN,2,22,76,Huesca,"-0,861854","42,609112",9.3,0.320273753586322,0.0
CAMPROVÍN,17,26,37,"Rioja, La","-2,716478","42,352804",8.848842,0.2846331944763247,0.0
RODONYÀ,9,43,132,Tarragona,"1,407506","41,278634",13.112731000000004,0.6214717032536644,0.0
SAN JUAN DE LA NAVA,7,5,211,Ávila,"-4,676429","40,467592",6.4,0.0911796858340227,0.0
GIMILEO,17,26,68,"Rioja, La","-2,818427","42,550138",8.848842,0.2846331944763247,0.0
CASTEL DE CABRA,2,44,66,Teruel,"-0,699693","40,79817",5.245796875,0.0,0.0
NOVALES,2,22,162,Huesca,"-0,281072","42,02886",9.3,0.320273753586322,0.0
CASTEJÓN,8,16,67,Cuenca,"-2,53992","40,396855",6.2,0.0753800949545537,0.0
CASTEJÓN,15,31,70,Navarra,"-1,68397","42,146955",10.807375000000002,0.4393532950960195,0.0
CASAS DEL PUERTO,7,5,52,Ávila,"-5,179036","40,525524",6.4,0.0911796858340227,0.0
OLMOS DE OJEDA,7,34,114,Palencia,"-4,46637","42,733589",9.433514000000002,0.3308210864697293,0.0
ROBLADILLO,7,47,135,Valladolid,"-4,907232","41,61077",7.919176462499999,0.2111915187401168,0.0
CASTEJÓN DE LAS ARMAS,2,50,76,Zaragoza,"-1,818963","41,297215",8.0,0.217576412869774,0.0
RIUMORS,9,17,151,Girona,"3,046583","42,223342",11.1,0.4624700715015423,0.0
CASTEJÓN DE HENARES,8,19,75,Guadalajara,"-2,786709","40,931777",6.8,0.1227788675929605,0.0
ROALES DE CAMPOS,7,47,134,Valladolid,"-5,474289","42,041599",7.919176462499999,0.2111915187401168,0.0
ROBLEDA,7,37,269,Salamanca,"-6,602303","40,372481",7.830659324999999,0.2041988459485084,0.0
CARRICHES,8,45,39,Toledo,"-4,457979","39,96649",8.060300000000002,0.222339989519934,0.0
CASTAÑARES DE RIOJA,17,26,43,"Rioja, La","-2,920717","42,511779",8.848842,0.2846331944763247,0.0
ROBLEDILLO DE MOHERNANDO,8,19,239,Guadalajara,"-3,218212","40,845082",6.8,0.1227788675929605,0.0
CASTEJÓN DE VALDEJASA,2,50,77,Zaragoza,"-1,005874","41,997566",8.0,0.217576412869774,0.0
ROBLIZA DE COJOS,7,37,270,Salamanca,"-5,974163","40,857395",7.830659324999999,0.2041988459485084,0.0
CASASBUENAS,8,45,42,Toledo,"-4,107866","39,765976",8.060300000000002,0.222339989519934,0.0
CASCANTE DEL RÍO,2,44,64,Teruel,"-1,132779","40,195218",5.245796875,0.0,0.0
ROLLAMIENTA,7,42,159,Soria,"-2,531667","41,939379",6.271051875000001,0.0809930477356496,0.0
GRANYANELLA,9,25,103,Lleida,"1,214522","41,655418",10.47953,0.4134542107366219,0.0
CASAS-IBÁÑEZ,8,2,24,Albacete,"-1,495345","39,313004",7.2,0.1543780493518983,0.0
RIONANSA,6,39,63,Cantabria,"-4,420428","43,220194",15.6,0.8179608662895931,0.0
CAMPO,2,22,74,Huesca,"0,39513","42,429173",9.3,0.320273753586322,0.0
CASTEJÓN DE TORNOS,2,44,65,Teruel,"-1,42085","40,9988",5.245796875,0.0,0.0
CASTEJÓN DEL PUENTE,2,22,82,Huesca,"0,141414","41,96281",9.3,0.320273753586322,0.0
CASAS DE VES,8,2,23,Albacete,"-1,300929","39,249179",7.2,0.1543780493518983,0.0
CASAS DE LÁZARO,8,2,22,Albacete,"-2,228984","38,755784",7.2,0.1543780493518983,0.0
CASAS DE JUAN NÚÑEZ,8,2,21,Albacete,"-1,574882","39,097268",7.2,0.1543780493518983,0.0
ROSINOS DE LA REQUEJADA,7,49,181,Zamora,"-6,518948","42,138131",8.4,0.2491755946287118,0.0
CARRASCOSA DE LA SIERRA,7,42,54,Soria,"-2,269128","41,904364",6.271051875000001,0.0809930477356496,0.0
ROSSELL,10,12,96,Castellón/Castelló,"0,224738","40,62231",13.7,0.6678647529346383,0.0
CASCAJARES DE LA SIERRA,7,9,78,Burgos,"-3,393243","42,065434",8.1,0.2254762083095084,0.0
ROBRES,2,22,197,Huesca,"-0,474299","41,865897",9.3,0.320273753586322,0.0
CAMPISÁBALOS,8,19,61,Guadalajara,"-3,140547","41,261412",6.8,0.1227788675929605,0.0
MEDRANDA,8,19,177,Guadalajara,"-2,938446","40,985502",6.8,0.1227788675929605,0.0
SAN MUÑOZ,7,37,289,Salamanca,"-6,127245","40,766708",7.830659324999999,0.2041988459485084,0.0
SALCE,7,49,183,Zamora,"-6,228494","41,27427",8.4,0.2491755946287118,0.0
SALAS DE BUREBA,7,9,329,Burgos,"-3,472932","42,694977",8.1,0.2254762083095084,0.0
SAN PEDRO BERCIANOS,7,24,150,León,"-5,719897","42,412067",8.6,0.2649751855081808,0.0
CANILLAS DE ACEITUNO,1,29,33,Málaga,"-4,092566","36,873695",14.873976250000004,0.7606064751957043,0.0
CARCEDO DE BURGOS,7,9,72,Burgos,"-3,621005","42,276128",8.1,0.2254762083095084,0.0
SAN CEBRIÁN DE CAMPOS,7,34,159,Palencia,"-4,526221","42,199525",9.433514000000002,0.3308210864697293,0.0
SAN CEBRIÁN DE MAZOTE,7,47,142,Valladolid,"-5,148518","41,680735",7.919176462499999,0.2111915187401168,0.0
SAN CEBRIÁN DE MUDÁ,7,34,160,Palencia,"-4,385432","42,908517",9.433514000000002,0.3308210864697293,0.0
CANILLAS DE ABAJO,7,37,79,Salamanca,"-5,953087","40,9144",7.830659324999999,0.2041988459485084,0.0
CANILES,1,18,39,Granada,"-2,723916","37,43674",7.7,0.1938770265505707,0.0
SAN CRISTÓBAL DE BOEDO,7,34,161,Palencia,"-4,350474","42,540622",9.433514000000002,0.3308210864697293,0.0
SAN CRISTÓBAL DE CUÉLLAR,7,40,177,Segovia,"-4,393953","41,423941",7.610332400000002,0.1867934695748514,0.0
CAPELLA,2,22,80,Huesca,"0,437765","42,180754",9.3,0.320273753586322,0.0
SAMANIEGO,16,1,52,Araba/Álava,"-2,676371","42,568779",8.2,0.2333760037492429,0.0
SALÀS DE PALLARS,9,25,190,Lleida,"0,922025","42,222094",10.47953,0.4134542107366219,0.0
CAPILLAS,7,34,45,Palencia,"-4,89762","42,010067",9.433514000000002,0.3308210864697293,0.0
CANOVELLES,9,8,41,Barcelona,"2,278526","41,619028",12.4,0.5651674122180903,0.0
SALDEANA,7,37,275,Salamanca,"-6,629445","41,019389",7.830659324999999,0.2041988459485084,0.0
CAMARENA DE LA SIERRA,2,44,54,Teruel,"-1,056671","40,128719",5.245796875,0.0,0.0
CANTAGALLO,7,37,80,Salamanca,"-5,816217","40,37076",7.830659324999999,0.2041988459485084,0.0
SALDAÑA DE BURGOS,7,9,332,Burgos,"-3,684989","42,269115",8.1,0.2254762083095084,0.0
SAN PASCUAL,7,5,219,Ávila,"-4,743674","40,89252",6.4,0.0911796858340227,0.0
CANILLAS DE ESGUEVA,7,47,34,Valladolid,"-4,136141","41,761515",7.919176462499999,0.2111915187401168,0.0
SAN CARLOS DEL VALLE,8,13,74,Ciudad Real,"-3,24312","38,844895",8.8,0.2807747763876498,0.0
SAN CRISTÓBAL DE LA CUESTA,7,37,278,Salamanca,"-5,618071","41,032588",7.830659324999999,0.2041988459485084,0.0
MEDRANO,17,26,96,"Rioja, La","-2,557544","42,388034",8.848842,0.2846331944763247,0.0
PEDRAJAS DE SAN ESTEBAN,7,47,112,Valladolid,"-4,593849","41,361386",7.919176462499999,0.2111915187401168,0.0
CUBILLA,7,42,70,Soria,"-2,940657","41,737074",6.271051875000001,0.0809930477356496,0.0
PEDRAZA,7,40,156,Segovia,"-3,803294","41,127589",7.610332400000002,0.1867934695748514,0.0
SAN BARTOLOMÉ DE CORNEJA,7,5,200,Ávila,"-5,37635","40,489723",6.4,0.0911796858340227,0.0
SAMOS,12,27,55,Lugo,"-7,277066","42,712134",12.157181250000002,0.5459852276787703,0.0
SAN ADRIÁN DE JUARROS,7,9,335,Burgos,"-3,465279","42,276591",8.1,0.2254762083095084,0.0
SAN ADRIÁN DEL VALLE,7,24,141,León,"-5,719446","42,128722",8.6,0.2649751855081808,0.0
SAN AGUSTÍN DEL POZO,7,49,185,Zamora,"-5,609496","41,897143",8.4,0.2491755946287118,0.0
CANTALAPIEDRA,7,37,81,Salamanca,"-5,192185","41,127742",7.830659324999999,0.2041988459485084,0.0
CARDEÑADIJO,7,9,73,Burgos,"-3,666678","42,295863",8.1,0.2254762083095084,0.0
CANTABRANA,7,9,68,Burgos,"-3,468301","42,737617",8.1,0.2254762083095084,0.0
CARCELÉN,8,2,20,Albacete,"-1,288194","39,106206",7.2,0.1543780493518983,0.0
RIU DE CERDANYA,9,25,913,Lleida,"1,824111","42,32403",10.47953,0.4134542107366219,0.0
CANILLAS DE ALBAIDA,1,29,34,Málaga,"-3,971156","36,863318",14.873976250000004,0.7606064751957043,0.0
SAN PABLO DE LA MORALEJA,7,47,147,Valladolid,"-4,779738","41,156649",7.919176462499999,0.2111915187401168,0.0
CARCEDO DE BUREBA,7,9,71,Burgos,"-3,515825","42,581152",8.1,0.2254762083095084,0.0
SAN LEONARDO DE YAGÜE,7,42,164,Soria,"-3,081549","41,835156",6.271051875000001,0.0809930477356496,0.0
SAN MARTÍN DE PUSA,8,45,152,Toledo,"-4,650962","39,806912",8.060300000000002,0.222339989519934,0.0
CALZADA DE VALDUNCIEL,7,37,73,Salamanca,"-5,708156","41,087826",7.830659324999999,0.2041988459485084,0.0
CAMPAZAS,7,24,32,León,"-5,499763","42,14674",8.6,0.2649751855081808,0.0
SAN MIGUEL DE BERNUY,7,40,183,Segovia,"-3,94895","41,39414",7.610332400000002,0.1867934695748514,0.0
CAMPANET,4,7,12,"Balears, Illes","2,963474","39,80278",14.5,0.731063116452514,0.0
CAMAÑAS,2,44,53,Teruel,"-1,143814","40,615801",5.245796875,0.0,0.0
SAN MIGUEL DEL CINCA,2,22,903,Huesca,"0,082655","41,819671",9.3,0.320273753586322,0.0
SAN MIGUEL DEL ROBLEDO,7,37,36,Salamanca,"-6,045571","40,542918",7.830659324999999,0.2041988459485084,0.0
CANFRANC,2,22,78,Huesca,"-0,481369","42,753528",9.3,0.320273753586322,0.0
CAMARENILLA,8,45,32,Toledo,"-4,083993","40,009413",8.060300000000002,0.222339989519934,0.0
SAN MILLÁN DE LOS CABALLEROS,7,24,149,León,"-5,580629","42,290169",8.6,0.2649751855081808,0.0
CAMARENA,8,45,31,Toledo,"-4,125031","40,117136",8.060300000000002,0.222339989519934,0.0
SALEM,10,46,221,Valencia/València,"-0,38226","38,84912",14.060594425,0.696350974876725,0.0
SAN CRISTÓBAL DE ENTREVIÑAS,7,49,187,Zamora,"-5,635933","42,052811",8.4,0.2491755946287118,0.0
SALLENT DE GÁLLEGO,2,22,204,Huesca,"-0,344553","42,774577",9.3,0.320273753586322,0.0
SAN MIGUEL DE AGUAYO,6,39,70,Cantabria,"-4,010476","43,071636",15.6,0.8179608662895931,0.0
SAN MIGUEL DEL PINO,7,47,146,Valladolid,"-4,911051","41,514973",7.919176462499999,0.2111915187401168,0.0
SALOBRE,8,2,70,Albacete,"-2,547497","38,57542",7.2,0.1543780493518983,0.0
SAN MARTÍN DEL PIMPOLLAR,7,5,216,Ávila,"-5,043882","40,360129",6.4,0.0911796858340227,0.0
SAN MARTÍN DE VALVENÍ,7,47,144,Valladolid,"-4,534298","41,751618",7.919176462499999,0.2111915187401168,0.0
SALINAS DE PISUERGA,7,34,158,Palencia,"-4,369307","42,851773",9.433514000000002,0.3308210864697293,0.0
CARBONERAS,1,4,32,Almería,"-1,89316","36,997289",15.1,0.7784618890909208,0.0
CAPMANY,9,17,42,Girona,"2,908271","42,371463",11.1,0.4624700715015423,0.0
CARBELLINO,7,49,37,Zamora,"-6,140098","41,227097",8.4,0.2491755946287118,0.0
CARAVIA,3,33,13,Asturias,"-5,19157","43,460361",13.4,0.6441653666154349,0.0
SALARES,1,29,85,Málaga,"-4,01474","36,858698",14.873976250000004,0.7606064751957043,0.0
CARACUEL DE CALATRAVA,8,13,30,Ciudad Real,"-4,054577","38,830146",8.8,0.2807747763876498,0.0
CARABANTES,7,42,51,Soria,"-1,994666","41,550997",6.271051875000001,0.0809930477356496,0.0
CAPÇANES,9,43,40,Tarragona,"0,800037","41,094793",13.112731000000004,0.6214717032536644,0.0
GUARRATE,7,49,93,Zamora,"-5,471623","41,299819",8.4,0.2491755946287118,0.0
HONTANGAS,7,9,160,Burgos,"-3,788951","41,589247",8.1,0.2254762083095084,0.0
GALLEGOS,7,40,93,Segovia,"-3,771583","41,061861",7.610332400000002,0.1867934695748514,0.0
LORA DE ESTEPA,1,41,54,Sevilla,"-4,819051","37,270846",10.807375000000002,0.4393532950960195,0.0
LOPORZANO,2,22,150,Huesca,"-0,300597","42,217327",9.3,0.320273753586322,0.0
MACAEL,1,4,62,Almería,"-2,296206","37,309085",15.1,0.7784618890909208,0.0
